Title,Company,Experience,Salary,Location,Posted_days_ago,Applications,Employment Type,Role,Education,B.Tech/B.E,B.Sc,BCA,M.Tech,MBA,MCA,M.Sc,Ph.D,Database,Testing,Programming,Web Development,Cloud Computing,Data-Driven Technologies,Project Management & DevOps,Analysis & BI,Mobile Development,Cybersecurity & API Management,Containers & Orchestration
software engineer,netapp,expereince,not disclosed,bengaluru,3.0,17.0, full time,software development - other,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
software engineer,cyberhaven,expereince,not disclosed,bengaluru,3.0,46.0, full time,data platform engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
software engineer,cyberhaven,expereince,not disclosed,bengaluru,3.0,10.0, full time,software development - other,both,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
quickbase developer,fractal analytics,expereince,10-20,pune,4.0,120.0, full time,technical lead,ug,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,,expereince,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"qlik suits,qliksense, qlikview /software engineer",hsbc,freshers,not disclosed,hyderabad,4.0,181.0, full time,database analyst,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0
software engineer,sensiple,expereince,not disclosed,chennai,4.0,418.0, full time,back end developer,ug,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
s&c global network - ai - resources - data science consultant,accenture,expereince,not disclosed,mumbai,14.0,57.0, full time,data science & analytics - other,both,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0
s&c global network - ai - resources - data science consultant,accenture,expereince,not disclosed,mumbai,14.0,40.0, full time,data science & analytics - other,both,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0
s&c global network - ai - resources - data science analyst,accenture,expereince,not disclosed,mumbai,14.0,328.0, full time,data science & analytics - other,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
data scientist,revolo infotech,expereince,not disclosed,mumbai,9.0,351.0, full time,full stack data scientist,both,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0
data scientist,strategic skill tech,expereince,not disclosed,indore,10.0,253.0, full time,full stack data scientist,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1
multicloud architect - data analytics,aphthartos technologies,freshers,not disclosed,pune,21.0,184.0, full time,nlp / dl engineering / architect,ug,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ai-ml engineer,metadrob,expereince,not disclosed,jaipur,8.0,351.0, full time,machine learning engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1
data scientist,cn solutions,expereince,not disclosed,pune,8.0,349.0, full time,data scientist,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
data engineer,leading client,expereince,not disclosed,bengaluru,8.0,480.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0
s&c global network - ai - life sciences -data science consultant,accenture,expereince,not disclosed,gurugram,9.0,53.0, full time,data science & analytics - other,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0
s&c global network - ai - life sciences -data science consultant,accenture,expereince,not disclosed,mumbai,9.0,59.0, full time,data science & analytics - other,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0
s&c- data and ai - cfo&ev quantexa platform(assoc manager),accenture,expereince,not disclosed,mumbai,9.0,26.0, full time,head - analytics / bi,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
s&c global network - ai - life sciences -data science consultant,accenture,expereince,not disclosed,bengaluru,9.0,80.0, full time,data science & analytics - other,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0
s&c global network - ai - life sciences -data science analyst,accenture,expereince,not disclosed,bengaluru,9.0,62.0, full time,data science & analytics - other,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0
sr. data scientist,farmwiseai,expereince,not disclosed,chennai,9.0,166.0, full time,data scientist,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
senior data scientist,infobeans,freshers,not disclosed,indore,9.0,69.0, full time,data scientist,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0
data engineering architect,cybage,freshers,not disclosed,pune,9.0,82.0, full time,database architect / designer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
bitkraft technologies big data engineer hadoop/spark,bitkraft technologies,expereince,not disclosed,mumbai,9.0,123.0, full time,data engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
big data engineer hadoop/spark,bitkraft technologies,expereince,not disclosed,mumbai,9.0,213.0, full time,data engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
application lead,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,data warehouse architect / consultant,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
analytics and modeling analyst,accenture,expereince,not disclosed,bengaluru,10.0,74.0, full time,analytics consultant,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0
application developer,accenture,expereince,not disclosed,bengaluru,10.0,19.0, full time,data warehouse developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
application lead,accenture,expereince,not disclosed,bengaluru,10.0,17.0, full time,data warehouse architect / consultant,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
i&f decision sci practitioner specialist,accenture,expereince,not disclosed,mumbai,11.0,10.0, full time,business analyst,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
i&f decision sci practitioner sr analyst,accenture,expereince,not disclosed,navi mumbai,11.0,10.0, full time,business analyst,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0
i&f decision sci practitioner assoc mgr,accenture,freshers,not disclosed,mumbai,11.0,10.0, full time,regional sales manager (b2c),both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
i&f decision sci practitioner sr analyst,accenture,expereince,not disclosed,mumbai,11.0,10.0, full time,business analyst,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
s&c global network - ai - resources - data science analyst,accenture,expereince,not disclosed,bengaluru,14.0,198.0, full time,data science & analytics - other,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
ai/ml engineer,ctruh,expereince,not disclosed,bengaluru,14.0,512.0, full time,machine learning engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
ai/ml engineer,metadrob,expereince,not disclosed,jaipur,14.0,334.0, full time,machine learning engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1
head of engineering,pesto tech,freshers,not disclosed,hyderabad,14.0,75.0, full time,head - engineering,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1
python developer,centralogic,expereince,not disclosed,pune,15.0,578.0, full time,software development - other,both,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0
senior data analyst,zen data shastra,expereince,not disclosed,bengaluru,15.0,4276.0, full time,data science & analytics - other,both,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0
senior data engineer - pune - rudder analytics,rudder analytics,expereince,not disclosed,hiring office located in pune,16.0,2124.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
data analytics head,mnc group,expereince,35-50,gurugram,16.0,685.0, full time,head - analytics / bi,ug,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
mmm data scientist,artefact,expereince,19-32.5,hiring office located in pune,10.0,647.0, full time,data scientist,both,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
data scientist,capgemini,expereince,not disclosed,pune,12.0,112.0, full time,data scientist,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
data scientist,capgemini,expereince,not disclosed,bengaluru,12.0,190.0, full time,data scientist,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
ai / ml engineer,accenture,expereince,not disclosed,gurugram,12.0,25.0, full time,machine learning engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
s&c global network - ai - resources - data science analyst,accenture,expereince,not disclosed,bengaluru,12.0,199.0, full time,data science & analytics - other,both,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0
s&c global network - ai - resources - data science consultant,accenture,expereince,not disclosed,gurugram,12.0,24.0, full time,data science & analytics - other,both,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0
senior engineering manager- data,leading client,expereince,not disclosed,bengaluru,12.0,139.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
s&c global network - ai - resources - data science consultant,accenture,expereince,not disclosed,bengaluru,12.0,56.0, full time,data science & analytics - other,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
s&c global network - ai - resources - data science consultant,accenture,expereince,not disclosed,bengaluru,12.0,26.0, full time,data science & analytics - other,both,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0
s&c global network - ai - resources - data science analyst,accenture,expereince,not disclosed,gurugram,12.0,160.0, full time,data science & analytics - other,both,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0
s&c global network - ai - resources - data science consultant,accenture,expereince,not disclosed,bengaluru,14.0,26.0, full time,data science & analytics - other,both,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0
s&c global network - ai - resources - data science consultant,accenture,expereince,not disclosed,gurugram,15.0,45.0, full time,data science & analytics - other,both,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0
"manager, software engineering - fullstack",addepar,freshers,not disclosed,pune,15.0,120.0, full time,engineering manager,ug,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1
ai ml engineer,ainxtfy,expereince,not disclosed,mumbai,9.0,2191.0, full time,machine learning engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0
"data analyst for france based manufacturing company, greater noida",ventures hrd centre,expereince,4-8.5,noida,30.0,2224.0, full time,data analyst,ug,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
sr business data analyst,ukg,expereince,not disclosed,noida,1.0,114.0, full time,data analyst,both,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0
sr software engineer,"f5 networks, inc",expereince,not disclosed,hyderabad,1.0,10.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
i&f decision sci practitioner sr analyst,accenture,expereince,not disclosed,bengaluru,2.0,10.0, full time,analytics consultant,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0
dih intern data analytics,lowes services india private limited,freshers,unpaid,bengaluru,2.0,34.0, full time,business intelligence & analytics - other,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0
full stack developers,superior group,expereince,not disclosed,bengaluru,30.0,346.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
full stack developer,yappes,expereince,not disclosed,bengaluru,30.0,104.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
full stack developers,disha consultant,expereince,not disclosed,jaipur,30.0,62.0, full time,back end developer,both,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
full stack developer,teamquest consultant private limited,expereince,not disclosed,mumbai,30.0,29.0, full time,search engineer,both,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
full stack developer,zycus infotech,expereince,not disclosed,pune,30.0,10.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
full stack developer,zycus infotech,expereince,not disclosed,bengaluru,30.0,10.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
full stack developer,zycus infotech,expereince,not disclosed,mumbai,30.0,10.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
full stack developer,zycus infotech,expereince,not disclosed,mumbai,30.0,24.0, full time,technical architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
full stack developer,bharat light & power (blp),expereince,not disclosed,bengaluru,30.0,147.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
full stack developer,encora,expereince,not disclosed,chennai,30.0,10.0, full time,software development - other,both,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
full stack developer,yupcha,freshers,not disclosed,agartala,30.0,724.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
full stack developer,firstsense technology,expereince,not disclosed,bengaluru,30.0,198.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack developer,aum capital,expereince,not disclosed,kolkata,30.0,16.0, full time,back end developer,both,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0
full stack developer,oneture technologies,expereince,not disclosed,mumbai,30.0,49.0, full time,blockchain quality assurance engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0
nodejs full stack developer,phoenix games,expereince,not disclosed,surat,30.0,76.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0
full stack developer,neointeraction design,expereince,not disclosed,bengaluru,30.0,10.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
full-stack developer,all peoples church world outreach,expereince,not disclosed,bengaluru,30.0,52.0, full time,software development - other,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
full stack developer,arm worldwide,expereince,not disclosed,mumbai,30.0,63.0, full time,software development - other,both,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
backend - full stack developer,ca one tech,expereince,not disclosed,hyderabad,30.0,226.0, full time,back end developer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
iics developer,persistent,expereince,not disclosed,hyderabad,9.0,227.0, full time,it infrastructure services - other,both,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
apigee developer,leading client,expereince,not disclosed,pune,11.0,73.0, full time,full stack developer,both,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
java+gcp developer,infosys,expereince,not disclosed,chennai,12.0,176.0, full time,full stack developer,ug,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
machine learning engineer,redient security,expereince,not disclosed,kolkata,30.0,328.0, full time,machine learning engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
data scientist,it services & consulting,expereince,not disclosed,hyderabad,18.0,741.0, full time,full stack data scientist,both,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
data science architect,it services & consulting,expereince,not disclosed,hyderabad,18.0,568.0, full time,nlp / dl engineering / architect,both,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
data scientist,rapid canvas,expereince,not disclosed,kolkata,30.0,578.0, full time,data scientist,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
s&c global network - ai - hi tech - data science sr. analyst,accenture,expereince,not disclosed,hyderabad,30.0,112.0, full time,data science & analytics - other,both,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"practice head - ai, data and analytics",metafolks,expereince,not disclosed,mumbai,5.0,76.0, full time,head - data science,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0
data science,areete business solutions,expereince,not disclosed,pune,12.0,892.0, full time,data scientist,both,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
head of engineering upto 45lpa,pesto tech,freshers,not disclosed,hyderabad,16.0,127.0, full time,head - engineering,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1
artificial intelligence/machine learning engineer computer vision,ctruh,expereince,not disclosed,bengaluru,16.0,456.0, full time,machine learning engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
s&c global network - ai - hi tech - data science analyst,accenture,expereince,not disclosed,hyderabad,17.0,180.0, full time,data science & analytics - other,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
s&c global network - ai - cmt - consultant data science llm,accenture,expereince,not disclosed,gurugram,17.0,37.0, full time,data science & analytics - other,both,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
python + data science professional,leading client,expereince,not disclosed,hyderabad,17.0,261.0, full time,data platform engineer,both,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1
technology management senior analyst,deutsche bank,expereince,not disclosed,pune,18.0,360.0, full time,database developer / engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0
data science ai ml - professional,leading client,expereince,not disclosed,karnataka,22.0,332.0, full time,data scientist,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0
ai ml architect,leading client,expereince,not disclosed,mumbai,22.0,264.0, full time,database architect / designer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
data science engineer job opening for people with disability,giftabled innoventures,expereince,not disclosed,hyderabad,22.0,89.0, full time,data scientist,both,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
database lead,leading client,expereince,not disclosed,bengaluru,23.0,75.0, full time,database manager,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
ai engineer,leading client,expereince,not disclosed,uttar pradesh,23.0,474.0, full time,machine learning engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
jr. / sr. cloud engineer,leading client,expereince,not disclosed,chennai,23.0,132.0, full time,data engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1
application lead,accenture,expereince,not disclosed,kolkata,26.0,10.0, full time,data warehouse architect / consultant,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
ai / ml architect,wipzo systech,expereince,15-30,pune,26.0,397.0, full time,nlp / dl engineering / architect,both,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1
artificial intelligence developer,wipzo systech,expereince,15-27.5,hyderabad,27.0,586.0, full time,data science & machine learning - other,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
senior data scientist lead - work from office,exl,expereince,not disclosed,chennai,5.0,17.0, full time,head - data science,both,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
data engineer – aep competency,conneqt,expereince,not disclosed,bengaluru,29.0,77.0, full time,data engineer,ug,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1
gt analytics - sr . delivery lead,sampoorna consultants,expereince,not disclosed,chennai,3.0,10.0, full time,head - data science,both,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
business analyst,protiviti india,expereince,not disclosed,pune,4.0,2080.0, full time,business analyst,ug,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
bi architect,fusion plus solutions,expereince,not disclosed,hyderabad,30.0,59.0, full time,bi architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0
staff build and release engineer,"chargepoint, pvt. ltd.",expereince,not disclosed,gurugram,30.0,246.0, full time,release engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1
data scientist,flexday solutions,expereince,not disclosed,hyderabad,30.0,393.0, full time,data scientist,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
ai / ml developer,openeyes software solutions,expereince,not disclosed,vadodara,30.0,1094.0, full time,technical architect,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
data engineer i (r-16802),dun &amp;amp; bradstreet information services india private limited,expereince,not disclosed,hyderabad,30.0,715.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
tableau developer/data engineer,nublogics,expereince,not disclosed,hyderabad,30.0,491.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0
